event_id,vehicle_id,route_id,direction,segment_id,remapped_segment_id,day_of_week,day_type,time_period,timestamp,actual_travel_time,avg_travel_time,elapsed_seconds,current_delay
6d4e1ea2-1cd0-4d45-9344-d47223c2094d,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T04:12:20,90.0,95.9512,90.0,-5.9512
2ac9bb66-6b09-4928-bb7f-88be419b228b,route_CTA_80_0_dep_21600_v189,CTA_80,0,1992_2083,1992_2083,Monday,weekday,peak,2024-01-01T04:12:40,70.0,79.1489,70.0,-9.1489
a4365f9b-08a6-4397-9f27-dc4af84bbbe0,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T04:18:30,370.0,370.35,460.0,89.65
91bfa586-eec1-4c67-9f87-ff049ec51652,route_CTA_80_0_dep_21600_v189,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T04:19:10,70.0,125.4982,70.0,-55.4982
be07feb5-e693-483b-9b3c-13440c530e1d,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,351_2580,351_2580,Monday,weekday,peak,2024-01-01T04:19:10,40.0,40.0,500.0,460.0
47f0f04e-36c4-4959-b355-8b39229885e8,route_CTA_80_0_dep_21600_v189,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:23:20,80.0,113.5872,80.0,-33.5872
b163a1e5-e93e-4c6c-954e-7b95aaa521f7,route_P_O_14_IG066_1_dep_22310_v1,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T04:23:50,80.0,95.9512,80.0,-15.9512
90058bf0-c14b-4edd-a210-21bc001ea2c8,route_CTA_914_0_dep_21600_v303,CTA_914,0,2297_2127,212_2686,Monday,weekday,peak,2024-01-01T04:24:20,380.0,517.2881,400.0,-117.2881
72ff6bd0-d676-45e5-8482-f9e6fa2ce68f,route_CTA_975_0_dep_21600_v142,CTA_975,0,113_1511,113_1511,Monday,weekday,peak,2024-01-01T04:27:00,50.0,47.5,70.0,22.5
09a9b0e3-8a19-4dc3-ba6f-0da5c34a3ff0,route_CTA_80_0_dep_21600_v189,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T04:27:20,180.0,434.9386,180.0,-254.9386
3856974d-15bf-4e56-a193-7f2ab1e1eab3,route_CTA_975_0_dep_21600_v142,CTA_975,0,1511_114,1511_1509,Monday,weekday,peak,2024-01-01T04:27:50,50.0,56.8103,120.0,63.1897
1ddc92cd-3fc4-4c31-b121-123c6363da72,route_CTA_80_1_dep_21600_v267,CTA_80,1,172_1208,172_1208,Monday,weekday,peak,2024-01-01T04:28:40,50.0,45.2778,50.0,4.7222
a4024400-f347-4608-9cd0-40d391bdb0ea,route_CTA_80_0_dep_22616_v190,CTA_80,0,1992_2083,1992_2083,Monday,weekday,peak,2024-01-01T04:29:40,70.0,79.1489,70.0,-9.1489
a2fd0acf-e253-4198-8578-fe9072015f1d,route_CTA_80_0_dep_21600_v189,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T04:29:50,130.0,434.9386,330.0,-104.9386
83868d01-63b5-4915-baae-8f8796ed64ad,route_CTA_80_1_dep_21600_v267,CTA_80,1,1208_175,1208_175,Monday,weekday,peak,2024-01-01T04:29:50,70.0,73.6496,120.0,46.3504
7341c032-4eea-4b9b-beef-a1a102f79aff,route_P_O_14_IG066_1_dep_22310_v1,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T04:30:00,370.0,370.35,450.0,79.65
73214819-62c6-4f15-a122-48f29cc3fc09,route_CTA_975_1_dep_21600_v101,CTA_975,1,2124_2532,1296_2532,Monday,weekday,peak,2024-01-01T04:31:10,40.0,246.9912,40.0,-206.9912
ab0a1b62-bc90-4566-ad20-d9782dc856f2,route_CTA_80_0_dep_21600_v189,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:31:20,90.0,113.5872,420.0,306.4128
7155d67f-5e68-4de2-903a-4f43695be78b,route_CTA_914_1_dep_21600_v130,CTA_914,1,2135_2503,2139_180,Monday,weekday,peak,2024-01-01T04:31:40,340.0,501.8919,340.0,-161.8919
80002371-c4c8-4024-9bba-4b703eb88525,route_CTA_975_0_dep_21600_v142,CTA_975,0,1509_135,1509_135,Monday,weekday,peak,2024-01-01T04:32:40,160.0,158.4615,160.0,1.5385
25ed067c-dabc-41d9-911b-5e983b5f6c85,route_CTA_975_1_dep_21600_v101,CTA_975,1,1186_2121,2532_2121,Monday,weekday,peak,2024-01-01T04:33:50,140.0,131.7117,200.0,68.2883
265acfec-2cd8-4f5e-a562-05c3ebe511ec,route_CTA_975_1_dep_21600_v101,CTA_975,1,2124_2532,1296_2532,Monday,weekday,peak,2024-01-01T04:36:00,130.0,246.9912,330.0,83.0088
d1904059-f4d8-4cc4-88df-9f702b1a09e3,route_CTA_80_0_dep_22616_v190,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T04:36:20,80.0,125.4982,80.0,-45.4982
e2ecc826-b53e-455f-9096-e20f8b891398,route_CTA_80_0_dep_21600_v189,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:36:30,150.0,113.5872,150.0,36.4128
48f095f5-3401-47a6-92ee-04f7b529f398,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T04:36:30,110.0,95.9512,110.0,14.0488
e66e4ff7-86dc-42b7-9236-d4268485705e,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,2780_2124,1296_2532,Monday,weekday,peak,2024-01-01T04:38:50,770.0,223.2258,770.0,546.7742
af7e4d1b-0cf0-4248-9dee-25b2fd36e03d,route_CTA_80_0_dep_21600_v189,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T04:39:10,160.0,125.4982,310.0,184.5018
e651886f-aa5b-4184-a9ff-b89ef5423f70,route_CTA_914_1_dep_21600_v130,CTA_914,1,120_180,2139_180,Monday,weekday,peak,2024-01-01T04:40:20,500.0,501.8919,860.0,358.1081
c91bf774-ff28-4af1-969c-e97ff102a97b,route_CTA_80_0_dep_22616_v190,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:40:30,80.0,113.5872,80.0,-33.5872
372c16b1-5a1d-45f8-8f9c-b87ec01ed1ec,route_CTA_975_0_dep_21600_v142,CTA_975,0,135_1692,135_1692,Monday,weekday,peak,2024-01-01T04:40:30,470.0,469.8214,630.0,160.1786
f609a947-962e-4fc1-9548-336d4dcdcc4e,route_CTA_914_0_dep_21600_v303,CTA_914,0,2127_2686,212_2686,Monday,weekday,peak,2024-01-01T04:41:00,930.0,517.2881,930.0,412.7119
c3799b81-2cf5-46cb-b16c-ee8f54071ac6,route_CTA_975_0_dep_21600_v142,CTA_975,0,1692_2816,1692_2816,Monday,weekday,peak,2024-01-01T04:41:20,50.0,164.0,680.0,516.0
aff0d179-4d6b-4c56-b089-316aa7b2e938,route_CTA_975_1_dep_21600_v101,CTA_975,1,2122_1295,2121_1295,Monday,weekday,peak,2024-01-01T04:42:30,130.0,396.9091,160.0,-236.9091
da29f977-c2c5-48e8-ba19-e63a60a9de05,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T04:42:40,370.0,370.35,480.0,109.65
fa1e1b78-c939-447f-b675-a06e04ba32b4,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,2124_2532,1296_2532,Monday,weekday,peak,2024-01-01T04:43:10,260.0,223.2258,1030.0,806.7742
373eee44-24ae-44bd-8692-3748021d9e24,route_CTA_914_1_dep_21600_v130,CTA_914,1,180_2032,180_724,Monday,weekday,peak,2024-01-01T04:43:10,170.0,95.2727,1030.0,934.7273
7db844cf-ad63-4675-9d20-0d9f9ed93c5f,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,351_2580,351_2580,Monday,weekday,peak,2024-01-01T04:43:20,40.0,40.0,520.0,480.0
99f83018-117f-4740-ab6c-12126cbdbe0a,route_CTA_914_1_dep_21600_v130,CTA_914,1,2032_2029,180_724,Monday,weekday,peak,2024-01-01T04:43:50,40.0,95.2727,1070.0,974.7273
28abe86c-aa7a-41d5-b31d-90b01cc2f4fd,route_CTA_80_0_dep_22616_v190,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T04:44:30,180.0,434.9386,180.0,-254.9386
206aca06-c5e6-4066-9192-4d4629ed3828,route_CTA_80_1_dep_22616_v268,CTA_80,1,172_1208,172_1208,Monday,weekday,peak,2024-01-01T04:45:10,40.0,45.2778,40.0,-5.2778
7984de26-6759-4cb8-864a-d1ef585ff798,route_CTA_80_1_dep_21600_v267,CTA_80,1,175_1204,175_1204,Monday,weekday,peak,2024-01-01T04:45:30,520.0,519.4615,540.0,20.5385
7bfa7d41-31b2-402f-88c9-b140bf0843f6,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,1186_2121,2532_210,Monday,weekday,peak,2024-01-01T04:45:50,140.0,181.5,1190.0,1008.5
5c6152ee-8719-4332-8ee7-651820993af2,route_CTA_975_1_dep_21600_v101,CTA_975,1,1186_2121,2532_2121,Monday,weekday,peak,2024-01-01T04:46:10,130.0,131.7117,130.0,-1.7117
7bd61f54-1c9f-4acd-bde1-389d4e1ede88,route_CTA_80_1_dep_22616_v268,CTA_80,1,1208_175,1208_175,Monday,weekday,peak,2024-01-01T04:46:20,70.0,73.6496,110.0,36.3504
980c245d-9b04-496b-a40d-84c8676f4ddf,route_CTA_80_0_dep_23632_v191,CTA_80,0,1992_2083,1992_2083,Monday,weekday,peak,2024-01-01T04:46:50,80.0,79.1489,80.0,0.8511
ed3b5626-1740-4b3d-b507-1a132219742a,route_CTA_80_0_dep_22616_v190,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T04:47:10,130.0,434.9386,340.0,-94.9386
3faa6e2c-b153-49aa-854d-81d3b9a57dbb,route_CTA_975_0_dep_21600_v142,CTA_975,0,1692_2816,1692_2816,Monday,weekday,peak,2024-01-01T04:47:20,280.0,164.0,280.0,116.0
1a39633d-6ce3-4db2-be61-1b20841a77cd,route_P_O_14_IG066_1_dep_23730_v3,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T04:47:40,80.0,95.9512,80.0,-15.9512
52af53d5-8a9e-4ad8-a03e-0002ef408a75,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,2124_2532,1296_2532,Monday,weekday,peak,2024-01-01T04:48:00,130.0,223.2258,1320.0,1096.7742
682b9122-264f-4754-8480-b26e9b3cbdc5,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,2580_2484,2580_2484,Monday,weekday,peak,2024-01-01T04:48:10,1740.0,1748.2979,2240.0,491.7021
0262e4a7-dceb-457a-a400-ce27712dee6b,route_CTA_80_0_dep_22616_v190,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:48:40,90.0,113.5872,430.0,316.4128
6c45ce9c-0708-4b72-a058-e973154bdd99,route_CTA_914_0_dep_21600_v303,CTA_914,0,2686_30,2686_1295,Monday,weekday,peak,2024-01-01T04:48:40,290.0,534.4615,290.0,-244.4615
58d28099-b247-4671-a061-6e05e21b6ff6,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,2325_2118,2484_2118,Monday,weekday,peak,2024-01-01T04:50:40,70.0,69.0291,110.0,40.9709
63df22e6-4859-48e6-91e1-1f09d6b51b17,route_CTA_80_0_dep_23632_v191,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T04:53:30,80.0,125.4982,80.0,-45.4982
a22f167e-832e-4783-bcec-ebfd0760e643,route_P_O_14_IG066_1_dep_23730_v3,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T04:53:50,370.0,370.35,450.0,79.65
7625a4b8-adec-410b-a7a2-fe9a6366d472,route_CTA_80_0_dep_22616_v190,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:54:00,160.0,113.5872,160.0,46.4128
3a89ef34-76ac-4e49-96d2-7ebb44996684,route_CTA_914_1_dep_21600_v130,CTA_914,1,2030_457,724_457,Monday,weekday,peak,2024-01-01T04:54:10,620.0,454.7619,1690.0,1235.2381
41e17e22-17e3-4cb1-aed0-079921525379,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,2121_210,2532_210,Monday,weekday,peak,2024-01-01T04:54:30,290.0,181.5,290.0,108.5
12c82def-858e-4b6f-8df7-7aee2a4a3aaa,route_P_O_14_IG066_1_dep_23730_v3,P_O_14_IG066,1,351_2580,351_2580,Monday,weekday,peak,2024-01-01T04:54:30,40.0,40.0,490.0,450.0
138a5966-c673-4008-a2ba-1cf879fc557c,route_CTA_80_1_dep_21600_v267,CTA_80,1,1204_1206,1204_1206,Monday,weekday,peak,2024-01-01T04:55:40,610.0,626.48,1150.0,523.52
cd35d773-ab91-47ff-a051-4bd94e68b967,route_CTA_914_1_dep_21600_v130,CTA_914,1,725_724,180_724,Monday,weekday,peak,2024-01-01T04:55:40,60.0,95.2727,1780.0,1684.7273
bf03d497-4d22-4d09-a0f8-4744ec4f1f10,route_CTA_914_0_dep_21600_v303,CTA_914,0,30_2122,2686_1295,Monday,weekday,peak,2024-01-01T04:56:10,450.0,534.4615,740.0,205.5385
dafdb7cf-7c11-4d19-87ed-3d3360427e0a,route_CTA_80_0_dep_22616_v190,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T04:56:50,170.0,125.4982,330.0,204.5018
f771510e-d843-4cc4-8d9e-b4682125b85c,route_CTA_975_0_dep_21600_v142,CTA_975,0,748_749,2816_749,Monday,weekday,peak,2024-01-01T04:57:10,440.0,364.0,440.0,76.0
676474b3-9d08-44c9-b636-fa588a14ba80,route_CTA_80_0_dep_23632_v191,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T04:57:50,90.0,113.5872,90.0,-23.5872
c6c66267-bcb3-443b-97cd-ce599bae2697,route_CTA_975_1_dep_21600_v101,CTA_975,1,2122_1295,2121_1295,Monday,weekday,peak,2024-01-01T04:58:10,720.0,396.9091,850.0,453.0909
ac59c1c7-b6c0-4643-8d31-b701606798f1,route_P_O_14_IG066_1_dep_22310_v1,P_O_14_IG066,1,2580_2484,2580_2484,Monday,weekday,peak,2024-01-01T04:58:50,1700.0,1748.2979,2180.0,431.7021
87199a85-8a0c-41c2-b203-1722d3a41819,route_P_O_14_IG066_1_dep_24440_v4,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T04:59:30,80.0,95.9512,80.0,-15.9512
f9c10303-6862-4179-a5af-3a26e44482f5,route_CTA_914_1_dep_21600_v130,CTA_914,1,724_2030,724_457,Monday,weekday,peak,2024-01-01T04:59:40,60.0,454.7619,70.0,-384.7619
7bfc13ad-12a0-4279-8f40-6c4f8c3c48ef,route_CTA_80_0_dep_21600_v189,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T04:59:50,1090.0,434.9386,1090.0,655.0614
9a94645c-85d5-4beb-a1cb-d6856ca8cc79,route_CTA_80_1_dep_21600_v267,CTA_80,1,1206_512,1206_512,Monday,weekday,peak,2024-01-01T05:00:10,270.0,198.0478,1420.0,1221.9522
c54c3503-cd29-4ab9-b1f1-8af0094323ab,route_P_O_14_IG066_1_dep_22310_v1,P_O_14_IG066,1,2325_2118,2484_2118,Monday,weekday,peak,2024-01-01T05:01:10,60.0,69.0291,100.0,30.9709
d936e0cc-8724-466d-89c2-747cdd2566ce,route_CTA_975_0_dep_21600_v142,CTA_975,0,749_1215,749_1215,Monday,weekday,peak,2024-01-01T05:01:20,80.0,67.8182,80.0,12.1818
4649e81a-d3a6-4020-a7f4-cfa2fbb38545,route_CTA_975_1_dep_21600_v101,CTA_975,1,1313_730,1295_730,Monday,weekday,peak,2024-01-01T05:01:50,190.0,185.0877,1070.0,884.9123
